Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Digital Health Data Scientist,$63K-$110K (Glassdoor est.),"ROLE SUMMARY

The Digital Health Data Scientist supports Digital Medicine & Translational Imaging projects from inception to completion by leveraging her/his technical expertise. S/he guides the selection of devices, writes code to ingest data from these devices, implements the pipelines for bringing together data from multiple sources and develops novel digital biomarkers by using advanced signal processing and machine learning techniques.

The Digital Health Data Scientist is a key member of the Digital Medicine team and partners closely with the scientific and clinical team members, applying technical, software development and analytics knowledge to support the research, development and deployment of digital biomarkers in clinical trials.

ROLE RESPONSIBILITIES
Use structured and unstructured data to develop digital biomarkers by implementing novel signal processing and machine learning workflows
Engineer and extract features from raw data that capture clinically relevant aspects of disease symptoms
Develop software tools and scripts at scale to support data analysis and interpretation pipelines
Present and discuss findings with project teams, support iterative solutions development and scientific research
Integrate and summarize large-scale data and information across multiple scientific, translational, and clinical domains
Communicate effectively with team members, experts and regulatory authorities
Function in the matrix of both project-centric and discipline-centric expectations
QUALIFICATIONS

Training & Education
MS in Biomedical Engineering, Electrical Engineering, Computer Science, or a similar technical field with 1-3 years of experience;
Skills
Strong background in data science, signal processing and machine learning
Skilled at implementing ideas in Python, R or MATLAB
Excellent communication (written and verbal) and presentation skills
Experience with analysis of data from wearable devices with motion (e.g. accelerometer, gyroscope) and physiological (e.g. ECG, EMG) sensors
Knowledge of human biomechanics and/or physiology
Sunshine Act

Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.
EEO & Employment Eligibility

Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.
Medical",4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,"Pfizer
", MA,0,171,1,0,0,1,1
Data Scientist,$75K-$124K (Glassdoor est.),"As the Enterprise Data and Analytics Center of Excellence, we empower First Tech business leaders to drive differentiating member experiences and business value by leveraging information and insights. Key responsibilities of the Advanced Analytics Data Scientist include interfacing with all business stake holders to formulate the right business questions, address them with scientific rigor, design, implement, test, productize, monitor and document data science assets effectively, evangelize data science to the organization and contribute to rendering First Tech data-driven.

Here's what you can expect from the job and what you need to be successful:

Job Duties
Accelerate stakeholder and First Tech business growth and success with meaningful insights gained via advanced analytics models and solutions targeted to answer the most important business questions
Consult stakeholders about how advanced analytics and a data-driven approach can help them achieve greater success in driving their business units. Evangelize data science and the mission of the Advanced Analytics team. Generate and effectively communicate the stories data tell us for each Advanced Analytics initiative
Work with cross-functional team members to identify use cases, formulate the right questions, suggest scientifically sound ways to address them and prioritize actionable, high-impact insights across a variety of core business areas
Develop end-to-end from data acquisition to production, data pipelines and predictive/prescriptive models on large-scale data sets (structured and unstructured) to address various business problems; develop deep-dive analysis and machine learning models to drive member value and partner success
Research, design, implement and validate cutting-edge algorithms/models to analyze diverse sources of data to achieve targeted outcomes
Deliver informative and effective findings, results and recommendations from statistical analysis to stakeholders (able to articulate the findings clearly to both technical and non-technical audiences)
Initiate and drive projects to completion independently, including helping stakeholders to integrate advanced analytics assets into their operational processes
Recommend ongoing improvements / tuning to methods and algorithms currently in use/production
Work with a team of analysts and cross-functional business teams to provide expertise on mathematical concepts that are leveraged across the breadth of our solutions for the entire organization
Provide technical guidance and mentorship to junior team members on analytics and analysis best practices, solution design as well as lead code/design reviews
Process, cleanse, and verify the integrity of data used for analysis
Essential Skills
3+ years' experience in Analytics/Data Science working with large amounts of data
Ability to analyze a problem, formulate and communicate the right questions and suggest reasonable and effective ways to address them
Expert command of the English language, persuasive written and verbal communication and an ability to effectively tell stories with data
Proficiency in the use of scripting languages (R, Python) and libraries/packages (pandas, numpy, scipy, scikit-learn, XGBoost, PySpark, sparkR, sparklyR etc.)
Experience with AWS, Git, Docker or Kubernetes is preferred
Experience with SQL/Relational databases. Experience with Dataiku is preferred
Strong experience in data mining, NLP, predictive and prescriptive analytics approaches
Deep understanding of machine learning (ML) techniques include clustering, classification, regression, decision trees, neural nets (MXnet, Tensorflow, Keras etc.), support vector machines, genetic algorithms, anomaly detection, association rules, sequential pattern discovery, and text mining
Experience with data visualization tools (Tableau preferred)
Strong analytical and problem solving skills. Ability to translate business objectives into actionable analyses
Comfortable with ambiguity and yet able to steer analytics projects toward clear business goals, testable hypotheses and action-oriented outcomes
A focus on delivering business results including improved end-to-end customer experience and financial metrics.
Able to function effectively in multi-disciplinary teams that include business and technical contributors
Location: Hillsboro, OR 97134

First Tech is not currently offering Visa sponsorship for this position",3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0,0,75,124,99.5,"First Tech Federal Credit Union
", OR,0,68,1,0,1,1,1
Associate Data Analyst,$34K-$61K (Glassdoor est.),"Friday, January 17, 2020

Our Enterprise Data and Analytics group is looking for an Associate Data Analyst to join our growing team in our Worcester Headquarters.

Position summary:

Applies analytical skills to the development and enhancement of unique proprietary business tools that drive the optimization and consolidation of Agent partners business and are strategic differentiator to the unique Hanover business model. Assists in developing tools, processes and reporting analytics in support of business growth and ongoing business needs. Communicates with customers, external partners and internal departments frequently.

This is a full-time, exempt role.

Responsibilities/Essential Functions:

• With oversight, provides support to complex business/technical processes and tools for multiple products, requiring the use of technical solutions across multiple departments or lines of business. • Serve as a team member on projects of large scope and moderate to high complexity. Able to work independently with guidance and direction as appropriate.

• Has aptitude to develop and learn multiple technical business systems enterprise wide.

• Develop data and reports for field and customers to clearly articulate value to agent partners and customers.

• Provide timely and accurate analytical support to team supported, ensures results are validated to ensure accuracy.

• Develop an understanding of business processes and the P&C Insurance business to translate requirements into analytical reporting.

• Summarize information and effectively communicate analyses in writing and verbally to internal partners.

• Participate in the development of innovative solutions by approaching problems with curiosity and open-mindedness, using existing information to its fullest potential.

• Interviews business users to obtain data requirements for applications.

• Collect, analyze, and report data to meet customer needs.

• Participate in the development of new tools and process enhancements to enable new capabilities and solutions to drive business growth.

• Assist in various projects, meet deadlines, and handle multiple priorities in a fast-paced, ever-changing and evolving business environment.

• Establishing relationships with one or more business partners by building knowledge of business processes/drivers and technical systems.

• Document processes to allow for consistent approach to future initiatives.

• Proactively research and apply Best Practices to technology solutions. • Participating in the development of prototypes for various reporting, system and tools.

• May research, Prototype and Write research briefs on emerging technologies related to data and analytics.

• May develop code, tests, debugs and document working data and analytics systems to demonstrate the business value.

• May apply proven data management techniques, application development methodologies and other technologies to produce comprehensive prototype solutions.

• May perform source system data analysis.

Position Requirements:

• Bachelor’s degree or 1+ years of related analytical experience required.

• Solid understanding of Microsoft Excel.

• Strong business and financial acumen, has the aptitude to learn.

• Intellectually curious.

• Solid analytical and problem solving skills.

• Strong communication and interpersonal skills.

• Self-motivated and organized.

• May require knowledge of programming language and scripting language related to data and integration.

EEO statement:

“The Hanover values diversity in the workplace and among our customers. The company provides equal opportunity for employment and promotion to all qualified employees and applicants on the basis of experience, training, education, and ability to do the available work without regard to race, religion, color, age, sex/gender, sexual orientation, national origin, gender identity, disability, marital status, veteran status, genetic information, ancestry or any other status protected by law.

Furthermore, The Hanover Insurance Group is committed to providing an equal opportunity workplace that is free of discrimination and harassment based on national origin, race, color, religion, gender, ancestry, age, sexual orientation, gender identity, disability, marital status, veteran status, genetic information or any other status protected by law.”

As an equal opportunity employer, Hanover does not discriminate against qualified individuals with disabilities. If you require a reasonable accommodation, as a candidate for employment, please inform The Hanover Talent Acquisition office.

Privacy Policy:

To view our privacy policy and online privacy statement, click here.

Applicants who are California residents: To see the types of information we may collect from applicants and employees and how we use it, please click here.

Other details
Job Function
Actuarial
Pay Type
Salary",3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,34,61,47.5,"The Hanover Insurance Group
", MA,1,168,0,0,0,0,1
Clinical Data Scientist,$63K-$105K (Glassdoor est.),"THIS ROLE MUST BE BASED IN SAN DIEGO

As part of the Data Monitoring and Management group, an integral delivery unit within the Global Product Development (GPD) organization, the Clinical Data Scientist is responsible for timely and high quality data management deliverables supporting the Pfizer portfolio. The Clinical Data Scientist designs, develops, and maintains key data management deliverables used to collect, review, monitor, and ensure the integrity of clinical data, oversees application of standards, data review and query management, and is accountable for quality study data set release and consistency in asset/submission data.

ROLE RESPONSIBILITIES
Serve as Clinical Data Scientist for one or more clinical trials assuming responsibility for all DM&M activities including selection and application of data acquisition standards, Data Management Plan, selection of quality risk indicators, third party study data due diligence
Participates and ensures quality database design including documentation, testing and implementation of clinical data collection tools, both CRF and non-CRF, using an electronic data capture (EDC) system and/or other data collection systems.
Serve as a technical resource to the study teams for DM and RBM standards, tools, data provisioning, and reporting
Partners with Research/Business Units and any external DM service provider to deliver high quality data management for all studies as assigned.
Proactively drives quality and efficiency to meet timeline and milestones for data management, ensuring scientific and operational excellence in support of strategic imperatives and in collaboration with the cross functional study team (s).
Ensure work carried out by DM providers is in accordance with applicable SOPs and working practices.
Ensure the required study-specific DM&M documents in the Trial Master File (TMF) are of high quality and are filed contemporaneously.
Ensure operational excellence in collaboration with partners for application of standards, data acquisition, proactive data review and data integrity monitoring, data cleaning, e-data processing, data access and visualization, and database release.
QUALIFICATIONS
Proficient experience using Oracle Inform EDC software
Experience with Oracle DMW preferred
Working experience applying CDISC CDASH standards
Demonstrated successful experience in all relevant clinical data management activities in a BioPharmaceutical or CRO setting
Working knowledge of all phases of clinical trials and ability to assess and determine study requirement from protocol review
Strong Project and Risk Management
CRO and vendor oversight experience preferred
Strong verbal and written communication skills
Consistent, detail oriented, communicative, dedicated to do a job well done
Minimum 5 years Data Management experience required
Working knowledge of clinical research, FDA & ICH, GCP, GCDMP, and related regulatory requirements
Experience using data visualization tools (e.g. Spotfire, jReview)
Familiarity with MedDRA/WHO-Drug
Proficiency in the use of Microsoft Office Suite of tools (Outlook, Word, Excel, etc.)
Bachelor’s degree required.
ROLE MUST BE BASED IN SAN DIEGO

RELOCATION ASSISTANCE NOT OFFERED WITH THIS ROLE
Sunshine Act

Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.

EEO & Employment Eligibility

Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.

#LI-PFE

Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.",4,"Pfizer
4.0","Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84,"Pfizer
", CT,0,171,0,0,0,1,1
Data Scientist,$80K-$90K (Glassdoor est.),"KnowBe4, Inc. is a high growth information security company. We are the world's largest provider of new-school security awareness training and simulated phishing. KnowBe4 was created to help organizations manage the ongoing problem of social engineering. Tens of thousands of organizations worldwide use KnowBe4's platform to mobilize their end users as a last line of defense and enable them to make better security decisions, every day.

We are ranked #1 best place to work in technology nationwide by Fortune Magazine and have placed #1 or #2 in The Tampa Bay Top Workplaces Survey for the last four years. We also just had our 27th record-setting quarter in a row!

The Data Scientist will work closely with the VP of FP&A and the Quantitative Analytics Manager to implement advanced analytical models and other data-driven solutions.

Responsibilities:
Work with key stakeholders throughout the organization to identify opportunities using financial data to develop business solutions.
Develop new and enhance existing data collection procedures to ensure that all data relevant for analyses is captured.
Cleanse, consolidate, and verify the integrity of data used in analyses.
Build and validate predictive models to increase customer retention, revenue generation, and other business outcomes.
Develop relevant statistical models to assist with profitability forecasting
Create the analytics to leverage known, inferred and appended information about origins and recognizing patterns to assist in outlook forecasting
Assist in the design and data modeling of data warehouse.
Visualize data, especially in reports and dashboards, to communicate analysis results to stakeholders.
Extend data collection to unstructured data within the company and external sources
Mine and collect data (both structured and unstructured) to detect patterns, opportunities and insights that drive our organization
Create and execute automation and data mining requests utilizing SQL, Access, Excel, SAS and other statistical programs
Trouble shoot forecast and optimization anomalies with FP&A team through the use of statistical and mathematical optimization models. Develop testing to explain and or reduce these anomalies.
Oversee and develop key metric forecasts as well as provide budget support based on trends in the business/industry.
Minimum Qualifications:
Master's degree in Statistics, Computer Science, Mathematics or other quantitative discipline required
2-3 years of experience in similar role (Master's Degree)
0-2 years of experience in similar role (PhD)
Experience leveraging predictive modeling, big data analytics, exploratory data analysis and machine learning to drive significant business impact
Experience with statistical computer languages (Python, R etc.) to manipulate and analyze large datasets preferred.
Experience with data visualization tools like D3.js, matplotlib, etc., preferred
Exceptional understanding of machine learning algorithms such as Random Forest, SVM, k-NN, Naïve Bayes, Gradient Boosting a plus.
Applied statistical skills including statistical testing, regression, etc.
Experience with data bases, query languages, and associated data architecture.
Experience with distributed computing tools (Hive, Spark, etc.) is a plus.
Strong analytical skills and ability to meet project deadlines.
Note: An applicant assessment, background check and drug test may be part of your hiring procedure.

No recruitment agencies, please.",4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,80,90,85,"KnowBe4
", FL,1,10,1,0,1,0,1
Data Scientist,$56K-$97K (Glassdoor est.),"*Organization and Job ID**
Job ID: 310709

Directorate: Earth & Biological Sciences

Division: Biological Sciences

Group: Exposure Science Team
*Job Description**
The Biological System Science (BSS) Group in the Biological Sciences Division of the Pacific Northwest National Laboratory (PNNL) is seeking a staff scientist with multidisciplinary experience in computational chemistry, cheminformatics, advanced statistics and/or machine learning/deep learning/AI. Preferred candidates will have a broad understanding of the state of computational metabolomics and experience in designing and implementing novel deep learning networks for chemistry applications. Research experience in drug design, cheminformatics, deep learning, machine learning and/or small molecule identification is also highly valued. Successful candidates will join a large, uniquely collaborative, collegial group of innovators driving the integration of data science, computational science and analytical chemistry to solve the nations most challenging problems in human health, chemical forensics, and national security. The BSS Group is diverse and inclusive, working closely with colleagues across the laboratory with expertise in computational biology, integrative omics, applied mathematics, computer science, and statistics.

+ Apply knowledge of statistics, machine learning, advanced mathematics, simulation, software development, and data modeling to to design, development and implement methods that integrate, clean and analyze data, recognize patterns, address uncertainty, pose questions, and make discoveries from structured and/or unstructured data.

+ Produce solutions driven by exploratory data analysis from complex and high-dimensional datasets.

+ Design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from data.

+ Develop and maintain existing deep learning networks that generate novel molecules for drug discovery applications

+ Contribue or author proposals, peer-reviewed papers, and other technical products.
*Minimum Qualifications**
BS/BA with 0-1 years of experience or MS/MA with 0-1 years of experience
*Preferred Qualifications**
+ MS in chemical engineering, computer science, or related field with a GPA of 3.5+ 5+ years of research experience

+ Intermediate level programming experience (preferably Python) and high-performance computing experience

+ At least one first author published, or proof of submitted, paper applying deep learning for use in novel compound generation

+ Understanding of the NMDA receptor and potential drug targets

+ Research experience in drug design, cheminformatics, deep learning, machine learning and/or small molecule identification
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
_Directorate:_ _Earth & Biological Sciences_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Biological Systems Science_

_Opening Date:_ _2020-03-26_

_Closing Date:_ _2020-04-05_",3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,"PNNL
", WA,1,55,1,0,0,0,0
Data Scientist,$72K-$120K (Glassdoor est.),"Preferred Qualifications
Masters degree or doctorate in statistics or another applied science field or equivalent experience
Considerable experience with statistical tools and packages (e.g., SAS, SPSS, Minitab, R) and methods to incorporate statistical results into analyses
Proficiency in at least one programming language, such as Python, Java or C/C++
Strong knowledge of statistical methods, particularly in the areas of modeling and business analytics
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
Ability to communicate complex quantitative analysis in a clear, precise and actionable manner
Experience with modeling and forecasting
Working knowledge of standard querying with SQL
Advanced hands-on experience with the Microsoft Office suite
Proven track record as a lead resource for the business
Strong written and verbal communication skills
Job Summary

The Data Scientist works with business owners and Technology teams to provide deep analysis and guidance on crucial business opportunities across many areas within the company. They draw upon their knowledge and experience in applied statistics, data mining, modeling and forecasting to ensure that results are accurate and clear, providing actionable opportunities for business leaders. The Data Scientist must be detail-oriented and highly aware of the impact of their analysis and solutions across the company. They take initiative and focus on finding innovative solutions for a myriad of business challenges.

Responsibilities
Work closely with various teams across the company to identify and solve business challenges utilizing large structured, semi-structured and unstructured data
Drive the collection of new data and the refinement of existing data sources for deep statistical analysis and modeling
Clean data in preparation for analysis and modeling
Perform statistical summaries and tests for relevant business questions
Develop predictive statistical, behavioral or other models via supervised and unsupervised machine learning, statistical analysis and other modeling techniques
Translate business opportunities into data-driven machine learning and modeling solutions that revamp the business process
Deploy applicable models into production system for business use
Perform statistical testing to enhance the predictability of deployed models
Summarize conclusions and solutions for presentation
Develop strong relationships with subject matter experts
Develop best practices for experimentation
Who We Are

Amrock is one of the largest providers of title insurance, property valuations and settlement services in the nation. The company is an authorized agent of the highest-rated title insurers in the industry, and its solutions power many of the nation's largest residential lending institutions. Amrock is a preferred provider to five of the top 20 Fortune 100 companies and many of the largest residential mortgage lenders. The company is based in Detroit and retains regional operating centers in Ohio, California, Pennsylvania and Texas.

Disclaimer

This is an outline of the primary responsibilities of this position. As with everything in life, things change. The tasks and responsibilities can be changed, added to, removed, amended, deleted and modified at any time by the leadership group.",3.6,"Amrock
3.6","Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1,0,0,72,120,96,"Amrock
", MI,1,23,1,0,0,0,0
Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),"Posting Title
Data Scientist / Machine Learning Expert

04-Feb-2020

Job ID
288341BR

Job Description
ONE Global Discovery Chemistry Community working across 7 disease areas at the Novartis Institutes for BioMedical Research (NIBR) is seeking a highly talented and motivated Data Scientist to join our Global Discovery Chemistry Department in Cambridge, MA. The successful candidate will join an energizing and collaborative research organization, working alongside colleagues who are committed to improving human health through the discovery of transformative medicines.

We are seeking a unique data scientist with the skills, experience and passion to extract new knowledge and disruptive insights from the large and rich body of data collected by one of the world’s leading pharmaceutical companies. You will be a member of our global Computer-Aided Drug Discovery (CADD) group, an interdisciplinary team of expert molecular modelers, cheminformaticians, and data scientists. Teamed up with domain experts from biology, chemistry and translational medicine, this is a unique opportunity to develop and apply cutting-edge machine learning technologies to uncover insights to real-world drug discovery problems and innovate paths to new medicines.

Your responsibilities include:
•Develop and implement methods for extracting patterns and correlations from both internal and external data sources using machine learning toolkits
•Develop workflows for conducting comparative analysis among Novartis’ diverse data sources as well as generalizing approaches developed in-house or externally.
•Enable open-source solutions for internal use and implement cutting-edge published scientific methods.
•Develop customized machine learning solutions including data querying and knowledge extraction.
•Interact and be part of interdisciplinary project teams to drive effective decision-making by mining and developing predictive models
•Develop new skills in the area of cheminformatics and drug discovery and leverage those to accelerate development of new machine learning algorithms
•Keep ahead of scientific literature and interact with internal and external scientists to integrate novel data science technologies

Minimum requirements
Education:

Advanced degree (M.Sc. or higher) in data science and machine learning, statistics, computer sciences, cheminformatics, mathematics, computational chemistry, computational biology, bioinformatics, or related field.

Minimum experience & skills:

•In-depth experience with modern and classical machine learning methods
•Strong statistical foundation with broad knowledge of supervised and unsupervised techniques
•Programming experience (preferred Python, R, C++) preferably in Linux and high-performance computing environments
•Good listener - strong, concise, and consistent written and oral communication
•Talent for communicating stories through data visualizations
•Proven ability to collaborate with others
•A passion for tackling challenging problems and developing creative solutions
•A drive for self-development with a focus on scientific know-how

Additional qualifications that will help in the role:
•Demonstrated impact using machine learning libraries, such as scikit-learn, PyTorch or similar in a cheminformatics context
•Hands on experience with data analysis software such as Spotfire, R-shiny or similar
•Working experience with open-source cheminformatics toolkits such as RDKit
•Working experience with source-code management systems such as Git/github/bitbucket
•Familiar with the foundational concepts in molecular biology, pharmacology or medicine. Working knowledge of medicinal chemistry and drug discovery is a plus

Why consider Novartis?

750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us reimagine medicine.

Job Type
Full Time

Country
USA

Work Location
Cambridge, MA

Functional Area
Research & Development

Division
NIBR

Business Unit
Global Discovery Chemistry

Employment Type
Regular

Company/Legal Entity
NIBRI

EEO Statement
The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.

Shift Work
No",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,"Novartis
", MA,0,24,1,0,0,0,0
Data Scientist,$93K-$149K (Glassdoor est.),"Title: Software Engineer, Data Science

Design, develop and implement ML/Analytics features for high-performance cloud monitoring, analytics and optimization software.

Description:

AppFormix team in Juniper is seeking a Data Science engineer to work on the developing sophisticated analytics for our cloud monitoring and optimization platform.

You will be responsible for solving complex problems and designing solutions which will provide the user meaningful insights into health and usage patterns of their cloud infrastructure.

Responsibilities:

• Design and develop ML/analytics related features by leveraging supervised/unsupervised machine learning algorithms, data science knowledge.

• Develop tools for anomaly detection, forecast models, capacity planning, metric correlation models which should work at scale for large volumes of time- series data.

• Work with the team to develop APIs, schemas.

• Contribute to the test and automation infrastructure by adding more unit tests, system tests to ensure high code quality and reliability.

• Participate in design discussions and code reviews.

Minimum Qualifications:

• Bachelor’s or Master's degree or foreign equivalent in Computer Engineering or Computer Science.

• Proficiency in machine learning, data science. Ability to leverage the knowledge to visualize, design and build machine learning models and heuristics to provide useful insights on cloud platforms resource usage patterns.

• Proficiency in Python or any other Object Oriented Languages

• Deep Learning/Machine Learning Frameworks: (Scikit-Learn, TensorFlow, Keras, PySpark ML)

• Ability to clearly thought out APIs and write clean, efficient code.

• Ability to handle multiple tasks, prioritize and meet deadlines in a fast-paced work environment.

• Excellent verbal and written communication skills

Preferred Qualifications:

• 2+ years of experience in developing ML/Analytics

• Experience in building highly scalable distributed systems

• Working knowledge of implementing web services backend

• Experience with REST APIs

• Experience with databases (Mongo, Redis, SQL)

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121,"Juniper Networks
", CA,1,24,1,0,1,0,1
Data Scientist,$85K-$140K (Glassdoor est.),"New England Biolabs is seeking a Data Scientist to build, improve and utilize the varied and complex data sources we use to make excellent biological products.

NEB provides a world-class working environment including high quality computational infrastructure, skilled colleagues, and opportunities to exchange knowledge with internal and external scientists.

Primary Responsibilities:

Construct, extend, and maintain scientific software tools used at NEB to study enzymes and their activities. Collaborate with members of the Research, Product Development, Production, and Quality Control groups to identify patterns and trends in quantitative scientific data.

Required Qualifications and Experience:
Degree in a computational field and meaningful experience working with varied and complex datasets.
Software development skills (Ruby, Python, R, or others).
Appreciation for simple, high-quality, maintainable software.
Enthusiasm for data modeling, storage and visualization.
Demonstrated oral and written communication skills.
Strong work ethic, emphasizing both efficiency and quality of work.
Accessible evidence of software development history (e.g., GitHub).
Passion for learning.
Interest in applications of biologically derived tools to address important challenges.
Preferred Qualifications and Experience:
Expertise with high volume analysis of data from many sources.
Experience with virtualization technologies (kubernetes, cvmfs, lxc).
Experience with infrastructure automation tools (Ansible, Chef, Salt, etc.)
Modern web development skills (HTML5, Rails, Vue.js, etc.).
Cluster computing and scientific workflow frameworks (Galaxy, Nextflow, snakemake, CWL, etc.).
New England Biolabs, Inc. is an Equal Opportunity/Affirmative Action Employer of Minorities, Females, Disabled and Protected Veterans and a participating employer in the Employment Verification (E-Verify) program. More in-depth details of EEO are available here.

If you need an accommodation for any part of the employment process because of a medical condition or disability, please send an email to hr@neb.com or call 978-927-5054 to let us know the nature of your request.",4.7,"New England Biolabs
4.7","Ipswich, MA","Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,"New England Biolabs
", MA,1,46,1,0,0,0,1
